"","gnis_id","Parkname","Region","State","Unit Code","Unit Name","Unit Type","Visitors","YearRaw","lon","lat","Gnis Id"
"1701","2760439","Denali","AK","AK","DENA","Denali National Preserve","National Park",388433,"2012",-152.439767691493,63.4780330475578,"2760439"
"1702","2760439","Denali","AK","AK","DENA","Denali National Preserve","National Park",388433,"2012",-150.730232888547,63.34824037128,"2760439"
"1703","1416040","Gates of the Arctic","AK","AK","GAAR","Gates of the Arctic National Park","National Park",10899,"2012",-153.386932250627,67.8770773547325,"1416040"
"1704","1416040","Gates of the Arctic","AK","AK","GAAR","Gates of the Arctic National Park","National Park",10899,"2012",-154.915443812214,66.7798768806756,"1416040"
"1705","1416040","Gates of the Arctic","AK","AK","GAAR","Gates of the Arctic National Preserve","National Preserve",10899,"2012",-153.386932250627,67.8770773547325,"1416040"
"1706","1416040","Gates of the Arctic","AK","AK","GAAR","Gates of the Arctic National Preserve","National Preserve",10899,"2012",-154.915443812214,66.7798768806756,"1416040"
"1707","1416041","Glacier Bay","AK","AK","GLBA","Glacier Bay National Park","National Park",454337,"2012",-136.813136590904,58.7947813991098,"1416041"
"1708","1416041","Glacier Bay","AK","AK","GLBA","Glacier Bay National Park","National Park",454337,"2012",-138.351462821902,59.1313803082418,"1416041"
"1709","1416041","Glacier Bay","AK","AK","GLBA","Glacier Bay National Preserve","National Preserve",454337,"2012",-136.813136590904,58.7947813991098,"1416041"
"1710","1416041","Glacier Bay","AK","AK","GLBA","Glacier Bay National Preserve","National Preserve",454337,"2012",-138.351462821902,59.1313803082418,"1416041"
"1711","1416045","Katmai","AK","AK","KATM","Katmai National Park","National Park",39818,"2012",-154.97786495829,58.5658650333495,"1416045"
"1712","1416045","Katmai","AK","AK","KATM","Katmai National Park","National Park",39818,"2012",-155.31947555151,59.10704668806,"1416045"
"1713","1416045","Katmai","AK","AK","KATM","Katmai National Preserve","National Preserve",39818,"2012",-154.97786495829,58.5658650333495,"1416045"
"1714","1416045","Katmai","AK","AK","KATM","Katmai National Preserve","National Preserve",39818,"2012",-155.31947555151,59.10704668806,"1416045"
"1715","1419645","Kenai Fjords","AK","AK","KEFJ","Kenai Fjords National Park","National Park",281279,"2012",-149.881546506819,59.9539206406577,"1419645"
"1716","1423115","Klondike Gold Rush","AK","AK","KLGO","Klondike Gold Rush National Historical Park","National Historical Park",854250,"2012",-135.292658034383,59.6315954158038,"1423115"
"1717","1416046","Kobuk Valley","AK","AK","KOVA","Kobuk Valley National Park","National Park",29550,"2012",-159.063111632448,67.2826362934442,"1416046"
"1718","1416049","Lake Clark","AK","AK","LACL","Lake Clark National Park","National Park",11639,"2012",-154.568440746381,60.185299842672,"1416049"
"1719","1416049","Lake Clark","AK","AK","LACL","Lake Clark National Park","National Park",11639,"2012",-153.248083687563,60.5542993485578,"1416049"
"1720","1416049","Lake Clark","AK","AK","LACL","Lake Clark National Preserve","National Preserve",11639,"2012",-154.568440746381,60.185299842672,"1416049"
"1721","1416049","Lake Clark","AK","AK","LACL","Lake Clark National Preserve","National Preserve",11639,"2012",-153.248083687563,60.5542993485578,"1416049"
"1722","1413640","Noatak","AK","AK","NOAT","Noatak National Preserve","National Preserve",31000,"2012",-159.394514783442,68.1849657964727,"1413640"
"1723","1417085","Sitka","AK","AK","SITK","Sitka National Historical Park","National Historical Park",195157,"2012",-135.315534894904,57.0471434744439,"1417085"
"1724","1416055","Wrangell-St. Elias","AK","AK","WRST","Wrangell-St. Elias National Park","National Park",87158,"2012",-142.132011453272,60.6943180714451,"1416055"
"1725","1416055","Wrangell-St. Elias","AK","AK","WRST","Wrangell-St. Elias National Park","National Park",87158,"2012",-142.576068303524,62.2375562735554,"1416055"
"1726","1416055","Wrangell-St. Elias","AK","AK","WRST","Wrangell-St. Elias National Preserve","National Preserve",87158,"2012",-142.132011453272,60.6943180714451,"1416055"
"1727","1416055","Wrangell-St. Elias","AK","AK","WRST","Wrangell-St. Elias National Preserve","National Preserve",87158,"2012",-142.576068303524,62.2375562735554,"1416055"
"1728","1416058","Yukon-Charley Rivers","AK","AK","YUCH","Yukon-Charley Rivers National Preserve","National Preserve",1393,"2012",-142.796028236338,65.093563414076,"1416058"
"1729","1473199","Richmond","NE","VA","RICH","Richmond National Battlefield Park","National Battlefield Park",156952,"2012",-77.2823996650893,37.5780865762389,"1473199"
"1730","2733439","Pennsylvania Avenue","NC","DC","PAAV","Pennsylvania Avenue National Historic Site","National Historic Site",283232,"2012",-77.0177583836288,38.8928262761654,"2733439"
"1731","1528421","North Cascades","PW","WA","NOCA","North Cascades National Park","National Park",26935,"2012",-121.346488143864,48.833297508436,"1528421"
"1732","1528425","Lake Chelan","PW","WA","LACH","Lake Chelan National Recreation Area","National Recreation Area",40830,"2012",-120.683756372623,48.3539071208519,"1528425"
"1733","1528419","Ross Lake","PW","WA","ROLA","Ross Lake National Recreation Area","National Recreation Area",742200,"2012",-121.172798250749,48.7059004083425,"1528419"
"1734","2733443","Great Sand Dunes","IM","CO","GRSA","Great Sand Dunes National Park","National Park",254674,"2012",-105.496737510179,37.8336936542369,"2733443"
"1735","2733443","Great Sand Dunes","IM","CO","GRSA","Great Sand Dunes National Park","National Park",254674,"2012",-105.628908699303,37.7766401496283,"2733443"
"1736","2733443","Great Sand Dunes","IM","CO","GRSA","Great Sand Dunes National Preserve","National Preserve",254674,"2012",-105.496737510179,37.8336936542369,"2733443"
"1737","2733443","Great Sand Dunes","IM","CO","GRSA","Great Sand Dunes National Preserve","National Preserve",254674,"2012",-105.628908699303,37.7766401496283,"2733443"
"1738","1888958","Saint Croix","MW","WI","SACN","Saint Croix National Scenic Riverway","National Scenic Riverway",221028,"2012",-91.5784917538564,45.9802235948738,"1888958"
"1739","1966567","National Park of American Samoa","PW","AS","NPSA","National Park of American Samoa","National Park",10440,"2012",-169.452806403674,-14.2368661920542,"1966567"
"1740","1803454","Glacier","IM","MT","GLAC","Glacier National Park","National Park",2162035,"2012",-113.800954093687,48.6843910150356,"1803454"
"1741","660491","Voyageurs","MW","MN","VOYA","Voyageurs National Park","National Park",214841,"2012",-92.8374067410984,48.483439771094,"660491"
"1742","1556735","Harpers Ferry","NC","WV","HAFE","Harpers Ferry National Historical Park","National Historical Park",263105,"2012",-77.7419579002813,39.3128696897816,"1556735"
"1743","634820","Pictured Rocks","MW","MI","PIRO","Pictured Rocks National Lakeshore","National Lakeshore",593587,"2012",-86.3159448140412,46.5638407513202,"634820"
"1744","1888945","Mojave","PW","CA","MOJA","Mojave National Preserve","National Preserve",542527,"2012",-115.514374959758,35.1147794133509,"1888945"
"1745","74272","Buffalo","MW","AR","BUFF","Buffalo National River","National River",1093083,"2012",-92.9181128974667,35.9686507182293,"74272"
"1746","735922","Wilson's Creek","MW","MO","WICR","Wilson's Creek National Battlefield","National Battlefield",167205,"2012",-93.4096823168905,37.099828123008,"735922"
"1747","1163670","Crater Lake","PW","OR","CRLA","Crater Lake National Park","National Park",423551,"2011",-122.132759555073,42.9412317491197,"1163670"
"1748","1531834","Lake Roosevelt","PW","WA","LARO","Lake Roosevelt National Recreation Area","National Recreation Area",1523474,"2011",-118.715168002806,47.9116458146954,"1531834"
"1749","2055170","Lewis and Clark","PW","WA","LEWI","Lewis and Clark National Historical Park","National Historical Park",191867,"2011",-124.067646876811,46.286189610103,"2055170"
"1750","1530459","Olympic","PW","WA","OLYM","Olympic National Park","National Park",2966502,"2011",-123.618473417334,47.7952033779385,"1530459"
"1751","277263","Santa Monica Mountains","PW","CA","SAMO","Santa Monica Mountains National Recreation Area","National Recreation Area",609636,"2011",-118.720191889331,34.0837756783587,"277263"
"1752","203271","Black Canyon of the Gunnison","IM","CO","BLCA","Black Canyon of the Gunnison National Park","National Park",168336,"2011",-107.725746091739,38.5790819188051,"203271"
"1753","806297","Little Bighorn Battlefield","IM","MT","LIBI","Little Bighorn Battlefield National Monument","National Monument",312168,"2011",-107.428647815958,45.5650611794602,"806297"
"1754","936867","Capulin Volcano","IM","NM","CAVO","Capulin Volcano National Monument","National Monument",46358,"2011",-103.971052266268,36.7817170145669,"936867"
"1755","1888916","Fort Bowie","IM","AZ","FOBO","Fort Bowie National Historic Site","National Historic Site",8429,"2011",-109.451142364509,32.1492644779765,"1888916"
"1756","928945","Gila Cliff Dwellings","IM","NM","GICL","Gila Cliff Dwellings National Monument","National Monument",25317,"2011",-108.273306067559,33.2276152894074,"928945"
"1757","1470042","Manassas","NC","VA","MANA","Manassas National Battlefield Park","National Battlefield Park",659740,"2011",-77.5300417594604,38.8207807904059,"1470042"
"1758","35519","Tumacacori","IM","AZ","TUMA","Tumacacori National Historical Park","National Historical Park",33740,"2011",-111.047773261563,31.5728378094346,"35519"
"1759","35601","Tuzigoot","IM","AZ","TUZI","Tuzigoot National Monument","National Monument",101104,"2011",-112.027918048323,34.7729690694868,"35601"
"1760","830099","Homestead","MW","NE","HOME","Homestead National Monument of America","National Monument",69845,"2011",-96.8340337154214,40.287971228637,"830099"
"1761","1888974","Wolf Trap Farm Park","NC","VA","WOTR","Wolf Trap National Park for the Performing Arts","National Park",425177,"2011",-77.2635564698955,38.9379397820468,"1888974"
"1762","588388","Monocacy","NC","MD","MONO","Monocacy National Battlefield","National Battlefield",36674,"2011",-77.4024695444385,39.3576984647687,"588388"
"1763","589057","Antietam","NC","MD","ANTI","Antietam National Battlefield","National Battlefield",384987,"2011",-77.7380759692048,39.4701632161484,"589057"
"1764","307911","Castillo de San Marcos","SE","FL","CASA","Castillo de San Marcos National Monument","National Monument",741042,"2011",-81.3121748711096,29.8978626813,"307911"
"1765","1446610","Timpanogos Cave","IM","UT","TICA","Timpanogos Cave National Monument","National Monument",96965,"2011",-111.709406027085,40.4404032042525,"1446610"
"1766","2733420","Theodore Roosevelt Island","NC","DC","THIS","Theodore Roosevelt Island","National Memorial",137690,"2011",-77.0624214827193,38.8958494061089,"2733420"
"1767","530776","Lyndon Baines Johnson Grove","NC","DC","LYBA","Lyndon Baines Johnson Memorial Grove on the Potomac","National Memorial",239058,"2011",-77.0514606222526,38.8785881390369,"530776"
"1768","1888900","Arlington House","NC","VA","ARHO","Arlington House, The Robert E. Lee Memorial","National Memorial",576816,"2011",-77.0727292211596,38.8832756571887,"1888900"
"1769","490476","Cumberland Gap","SE","KY","CUGA","Cumberland Gap National Historical Park","National Historical Park",828947,"2011",-83.6063607034253,36.6312718319302,"490476"
"1770","38197","Wupatki","IM","AZ","WUPA","Wupatki National Monument","National Monument",216165,"2011",-111.403647220008,35.5611840969483,"38197"
"1771","597496","Greenbelt Park","NC","MD","GREE","Greenbelt Park","Other Designation",190427,"2011",-76.900693330725,38.98404152791,"597496"
"1772","234493","Point Reyes","PW","CA","PORE","Point Reyes National Seashore","National Seashore",2129116,"2011",-122.879771200388,38.0551161979788,"234493"
"1773","1222505","Fort Sumter","SE","SC","FOSU","Fort Sumter National Monument","National Monument",857883,"2011",-79.8793365078185,32.7536006698811,"1222505"
"1774","1006677","Carl Sandburg Home","SE","NC","CARL","Carl Sandburg Home National Historic Site","National Historic Site",89721,"2011",-82.4509702189569,35.2682502320418,"1006677"
"1775","191398","Florissant Fossil Beds","IM","CO","FLFO","Florissant Fossil Beds National Monument","National Monument",61289,"2011",-105.281835115205,38.9129296583097,"191398"
"1776","35382","Tonto","IM","AZ","TONT","Tonto National Monument","National Monument",53426,"2011",-111.113573537932,33.6484346449691,"35382"
"1777","1888929","Home of Franklin D Roosevelt","NE","NY","HOFR","Home of Franklin D. Roosevelt National Historic Site","National Historic Site",125488,"2011",-73.9267191837716,41.7680498922883,"1888929"
"1778","1227788","Ninety Six","SE","SC","NISI","Ninety Six National Historic Site","National Historic Site",70099,"2011",-82.0163643238575,34.1427424816667,"1227788"
"1779","1252725","Charles Pinckney","SE","SC","CHPI","Charles Pinckney National Historic Site","National Historic Site",45254,"2011",-79.8248786427841,32.8457803164329,"1252725"
"1780","1613756","Buck Island Reef","SE","VI","BUIS","Buck Island Reef National Monument","National Monument",28223,"2011",-64.6222157081978,17.8102699171725,"1613756"
"1781","1439558","Cedar Breaks","IM","UT","CEBR","Cedar Breaks National Monument","National Monument",493147,"2011",-112.845169394108,37.6354158173578,"1439558"
"1782","1383785","Padre Island","IM","TX","PAIS","Padre Island National Seashore","National Seashore",542873,"2011",-97.3410751758906,26.7058112132131,"1383785"
"1783","1455716","Arches","IM","UT","ARCH","Arches National Park","National Park",1040758,"2011",-109.58637758463,38.7226244095915,"1455716"
"1784","34968","Sunset Crater Volcano","IM","AZ","SUCR","Sunset Crater Volcano National Monument","National Monument",185265,"2011",-111.510387105426,35.3711486325527,"34968"
"1785","2733422","Mary McLeod Bethune Council House","NC","DC","MABE","Mary McLeod Bethune Council House National Historic Site","National Historic Site",18142,"2011",-77.0309674256803,38.9081911087711,"2733422"
"1786","2733423","Frederick Douglass","NC","DC","FRDO","Frederick Douglass National Historic Site","National Historic Site",46694,"2011",-76.9850814676352,38.8629846213608,"2733423"
"1787","530748","Ford's Theatre","NC","DC","FOTH","Ford's Theatre National Historic Site","National Historic Site",642786,"2011",-77.0256620353245,38.896670048646,"530748"
"1788","2510335","Brown v. Board of Education","MW","KS","BRVB","Brown v. Board of Education National Historic Site","National Historic Site",16886,"2011",-95.6764153398136,39.0379395230748,"2510335"
"1789","56686","Fort Smith","MW","AR","FOSM","Fort Smith National Historic Site","National Historic Site",86122,"2011",-94.4312788158952,35.3883298899666,"56686"
"1790","9526","Pipe Spring","IM","AZ","PISP","Pipe Spring National Monument","National Monument",57360,"2011",-112.739868127172,36.8628321819799,"9526"
"1791","906062","El Morro","IM","NM","ELMO","El Morro National Monument","National Monument",48332,"2011",-108.346408779265,35.0389647041269,"906062"
"1792","1101907","Chickasaw","IM","OK","CHIC","Chickasaw National Recreation Area","National Recreation Area",1212139,"2011",-97.0070248747869,34.4605287396326,"1101907"
"1793","1304837","Andrew Johnson","SE","TN","ANJO","Andrew Johnson National Historic Site","National Historic Site",52322,"2011",-82.8381443792622,36.1553700408945,"1304837"
"1794","1888959","Saint Paul's Church","NE","NY","SAPA","Saint Paul's Church National Historic Site","National Historic Site",14926,"2011",-73.8257741666661,40.8928434139302,"1888959"
"1795","945983","Castle Clinton","NE","NY","CACL","Castle Clinton National Monument","National Monument",3985366,"2011",-74.0168070314038,40.7034862041949,"945983"
"1796","1605065","Fossil Butte","IM","WY","FOBU","Fossil Butte National Monument","National Monument",16552,"2011",-110.76248710163,41.8563584791568,"1605065"
"1797","456249","Effigy Mounds","MW","IA","EFMO","Effigy Mounds National Monument","National Monument",82581,"2011",-91.2082760191327,43.0913960972618,"456249"
"1798","202599","Hovenweep","IM","UT","HOVE","Hovenweep National Monument","National Monument",25858,"2011",-109.073000854605,37.3853659740954,"202599"
"1799","889156","Fort Union","IM","NM","FOUN","Fort Union National Monument","National Monument",9575,"2011",-105.012027080592,35.907377006592,"889156"
"1800","15492","Organ Pipe Cactus","IM","AZ","ORPI","Organ Pipe Cactus National Monument","National Monument",211405,"2011",-112.857342434891,32.0358603172125,"15492"
"1801","1821086","Lincoln Home","MW","IL","LIHO","Lincoln Home National Historic Site","National Historic Site",296214,"2011",-89.6451401041819,39.797163800342,"1821086"
"1802","496556","Abraham Lincoln Birthplace","SE","KY","ABLI","Abraham Lincoln Birthplace National Historical Park","National Historical Park",163568,"2011",-85.6444254945526,37.6119830654186,"496556"
"1803","307632","Dry Tortugas","SE","FL","DRTO","Dry Tortugas National Park","National Park",75171,"2011",-82.871786918988,24.6488555062147,"307632"
"1804","314290","Fort Frederica","SE","GA","FOFR","Fort Frederica National Monument","National Monument",293041,"2011",-81.3898457751014,31.2235611146825,"314290"
"1805","1676813","Piscataway Park","NC","MD","PISC","Piscataway Park","Other Designation",279060,"2011",-77.0551179615728,38.6838991845384,"1676813"
"1806","1804731","Manzanar","PW","CA","MANZ","Manzanar National Historic Site","National Historic Site",79587,"2011",-118.154730119334,36.7255970991736,"1804731"
"1807","914261","White Sands","IM","NM","WHSA","White Sands National Monument","National Monument",428924,"2011",-106.325360144525,32.7783412347884,"914261"
"1808","1450197","Bryce Canyon","IM","UT","BRCA","Bryce Canyon National Park","National Park",1296000,"2011",-112.182680298497,37.5839970829733,"1450197"
"1809","1604577","John D. Rockefeller, Jr.","IM","WY","JODR","John D. Rockefeller, Jr., Memorial Parkway","National Parkway",1147986,"2011",-110.728051568674,44.0887199654086,"1604577"
"1810","718402","George Washington Carver","MW","MO","GWCA","George Washington Carver National Monument","National Monument",30787,"2011",-94.3555307325164,36.9866484264109,"718402"
"1811","904780","Carlsbad Caverns","IM","NM","CAVE","Carlsbad Caverns National Park","National Park",365000,"2011",-104.553121383071,32.1409515790057,"904780"
"1812","874901","Edison","NE","NJ","EDIS","Thomas Edison National Historical Park","National Historic Site",55284,"2011",-74.2398224988192,40.7859790204677,"874901"
"1813","1609331","Yellowstone","IM","WY","YELL","Yellowstone National Park","National Park",3394326,"2011",-110.547181557799,44.5982507306391,"1609331"
"1814","6092","Hubbell Trading Post","IM","AZ","HUTR","Hubbell Trading Post National Historic Site","National Historic Site",88231,"2011",-109.559962235593,35.707278812305,"6092"
"1815","1888906","Chamizal","IM","TX","CHAM","Chamizal National Memorial","National Memorial",113817,"2011",-106.45441086467,31.7673014738757,"1888906"
"1816","365210","Hawai'i Volcanoes","PW","HI","HAVO","Hawai'i Volcanoes National Park","National Park",1352123,"2011",-155.602869609988,19.3776370049489,"365210"
"1817","1377214","Alibates Flint Quarries","IM","TX","ALFL","Alibates Flint Quarries National Monument","National Monument",3214,"2011",-101.671717666903,35.5819656012028,"1377214"
"1818","1877550","Pu'ukohola Heiau","PW","HI","PUHE","Pu'ukohola Heiau National Historic Site","National Historic Site",133306,"2011",-155.821177422066,20.0277253239675,"1877550"
"1819","2733425","Ulysses S. Grant","MW","MO","ULSG","Ulysses S. Grant National Historic Site","National Historic Site",35664,"2011",-90.3516987755,38.551830857803,"2733425"
"1820","307730","Canaveral","SE","FL","CANA","Canaveral National Seashore","National Seashore",1005001,"2011",-80.7541709214576,28.7863531616207,"307730"
"1821","2060434","African Burial Ground","NE","NY","AFBG","African Burial Ground National Monument","National Monument",108585,"2011",-74.0043303610801,40.7145577358025,"2060434"
"1822","255957","Cabrillo","PW","CA","CABR","Cabrillo National Monument","National Monument",813351,"2011",-117.241610458815,32.6722550525989,"255957"
"1823","1211947","Valley Forge","NE","PA","VAFO","Valley Forge National Historical Park","National Historical Park",1303046,"2011",-75.4446256909116,40.0989079380665,"1211947"
"1824","584569","George Washington Memorial Parkway","NC","VA","GWMP","George Washington Memorial Parkway","National Parkway",7417397,"2011",-77.04955089696,38.7149940430514,"584569"
"1825","2733426","Clara Barton","NC","MD","CLBA","Clara Barton National Historic Site","National Historic Site",15620,"2011",-77.1400992233062,38.9676366156605,"2733426"
"1826","597426","Fort Washington Park","NC","MD","FOWA","Fort Washington Park","Other Designation",409381,"2011",-77.0287531430826,38.7121847232463,"597426"
"1827","266000","Sequoia","PW","CA","SEQU","Sequoia National Park","National Park",1006583,"2011",-118.575213567817,36.5078579178692,"266000"
"1828","365030","Kalaupapa","PW","HI","KALA","Kalaupapa National Historical Park","National Historical Park",57841,"2011",-156.92466426427,21.1546456539637,"365030"
"1829","2492338","Tuskegee Airmen","SE","AL","TUAI","Tuskegee Airmen National Historic Site","National Historic Site",16244,"2011",-85.679837718778,32.4553928244713,"2492338"
"1830","1993989","Salt River Bay","SE","VI","SARI","Salt River Bay National Historical Park and Ecological Preserve","National Historical Park",2419,"2011",-64.7551913239282,17.7790887547006,"1993989"
"1831","1888946","Natchez","SE","MS","NATC","Natchez National Historical Park","National Historical Park",206624,"2011",-91.3824558087215,31.5430252231432,"1888946"
"1832","1888911","Edgar Allan Poe","NE","PA","EDAL","Edgar Allan Poe National Historic Site","National Historic Site",14711,"2011",-75.1500079642263,39.9619628856201,"1888911"
"1833","1888904","Boston African American","NE","MA","BOAF","Boston African American National Historic Site","National Historic Site",379906,"2011",-71.0706410284666,42.3579042995954,"1888904"
"1834","507318","Mammoth Cave","SE","KY","MACA","Mammoth Cave National Park","National Park",483319,"2011",-86.1309069003164,37.1976116465446,"507318"
"1835","1597571","Grand Teton","IM","WY","GRTE","Grand Teton National Park","National Park",2587437,"2011",-110.705478509491,43.8185421193918,"1597571"
"1836","1888915","Eugene O'Neill","PW","CA","EUON","Eugene O'Neill National Historic Site","National Historic Site",2593,"2011",-122.027169801124,37.8260495411052,"1888915"
"1837","1888899","Adams","NE","MA","ADAM","Adams National Historical Park","National Historical Park",219975,"2011",-71.0125499645413,42.2566028071673,"1888899"
"1838","8538","Navajo","IM","AZ","NAVA","Navajo National Monument","National Monument",87388,"2011",-110.536267478887,36.6854969039155,"8538"
"1839","1888967","Thomas Stone","NE","MD","THST","Thomas Stone National Historic Site","National Historic Site",6351,"2011",-77.0378152729138,38.5293521438023,"1888967"
"1840","2733428","Cane River Creole","SE","LA","CARI","Cane River Creole National Historical Park","National Historical Park",26996,"2011",-93.0073052043444,31.6644474083247,"2733428"
"1841","179042","Mesa Verde","IM","CO","MEVE","Mesa Verde National Park","National Park",572329,"2011",-108.462404262137,37.2390890876667,"179042"
"1842","862430","Great Basin","PW","NV","GRBA","Great Basin National Park","National Park",91451,"2011",-114.257990142115,38.9461794395961,"862430"
"1843","644333","Grand Portage","MW","MI","GRPO","Grand Portage National Monument","National Monument",97440,"2011",-89.7606956544956,47.999690677055,"644333"
"1844","277264","Whiskeytown-Shasta-Trinity","PW","CA","WHIS","Whiskeytown-Shasta-Trinity National Recreation Area","National Recreation Area",761710,"2011",-122.602279329189,40.6136045554672,"277264"
"1845","1655639","Fort Point","PW","CA","FOPO","Fort Point National Historic Site","National Historic Site",1338508,"2011",-122.473730471194,37.8084051479849,"1655639"
"1846","1888961","Salem Maritime","NE","MA","SAMA","Salem Maritime National Historic Site","National Historic Site",737073,"2011",-70.8868387724325,42.5196076811197,"1888961"
"1847","531850","Washington Monument","NC","DC","WAMO","Washington Monument","National Memorial",430153,"2011",-77.0354681488888,38.8886596046647,"531850"
"1848","530557","Thomas Jefferson Memorial","NC","DC","JEFM","Thomas Jefferson Memorial","National Memorial",1945696,"2011",-77.0363280176902,38.8810220880921,"530557"
"1849","1025558","Moores Creek","SE","NC","MOCR","Moores Creek National Battlefield","National Battlefield",58118,"2011",-78.1103137251677,34.4582145722664,"1025558"
"1850","149966","Horseshoe Bend","SE","AL","HOBE","Horseshoe Bend National Military Park","National Military Park",65892,"2011",-85.7341404375545,32.9766950130906,"149966"
"1851","307963","Fort Matanzas","SE","FL","FOMA","Fort Matanzas National Monument","National Monument",570695,"2011",-81.2386655147257,29.711411084357,"307963"
"1852","1662323","Channel Islands","PW","CA","CHIS","Channel Islands National Park","National Park",242756,"2011",-119.739669210979,34.0165780113139,"1662323"
"1853","1448008","Canyonlands","IM","UT","CANY","Canyonlands National Park","National Park",473773,"2011",-109.877014972081,38.243557436626,"1448008"
"1854","2091841","Little Rock Central High School","MW","AR","CHSC","Little Rock Central High School National Historic Site","National Historic Site",66106,"2011",-92.2997575299792,34.7369611975615,"2091841"
"1855","2733430","White House","NC","DC","WHHO","White House","Other Designation",570057,"2011",-77.0365558557396,38.8970477853158,"2733430"
"1856","1477005","Booker T. Washington","NE","VA","BOWA","Booker T. Washington National Monument","National Monument",24030,"2011",-79.7318771572578,37.1148209634707,"1477005"
"1857","560393","Jean Lafitte","SE","LA","JELA","Jean Lafitte National Historical Park and Preserve","National Historical Park and Preserve",420366,"2011",-90.147220664331,29.8191848302278,"560393"
"1858","1261888","Jewel Cave","MW","SD","JECA","Jewel Cave National Monument","National Monument",77146,"2011",-103.830004375116,43.7310364804693,"1261888"
"1859","475845","Fort Larned","MW","KS","FOLS","Fort Larned National Historic Site","National Historic Site",26704,"2011",-99.216983667223,38.1844976112746,"475845"
"1860","1879023","Kaloko-Honokohau","PW","HI","KAHO","Kaloko-Honokohau National Historical Park","National Historical Park",162906,"2011",-156.03053019019,19.6808993527002,"1879023"
"1861","1888919","Fort Stanwix","NE","NY","FOST","Fort Stanwix National Monument","National Monument",102874,"2011",-75.4555783393792,43.2105430806385,"1888919"
"1862","1888966","Thaddeus Kosciuszko","NE","PA","THKO","Thaddeus Kosciuszko National Memorial","National Memorial",1949,"2011",-75.1473222182523,39.9434611860423,"1888966"
"1863","1888973","William Howard Taft","MW","OH","WIHO","William Howard Taft National Historic Site","National Historic Site",21141,"2011",-84.5075940935442,39.1197110407433,"1888973"
"1864","480986","Fort Scott","MW","KS","FOSC","Fort Scott National Historic Site","National Historic Site",26219,"2011",-94.7044467294538,37.8436258768248,"480986"
"1865","1082175","Perry's Victory and International Peace Memorial","MW","OH","PEVI","Perry's Victory and International Peace Memorial","National Memorial",93119,"2011",-82.8119087078673,41.6537984853911,"1082175"
"1866","1888932","James A. Garfield","MW","OH","JAGA","James A. Garfield National Historic Site","National Historic Site",31499,"2011",-81.3508694030905,41.6648736290431,"1888932"
"1867","583623","Catoctin Mountain Park","NC","MD","CATO","Catoctin Mountain Park","Other Designation",264460,"2011",-77.4612238024128,39.648221233114,"583623"
"1868","23944","Rainbow Bridge","IM","UT","RABR","Rainbow Bridge National Monument","National Monument",92311,"2011",-110.965520987197,37.0778933772107,"23944"
"1869","1454484","Natural Bridges","IM","UT","NABR","Natural Bridges National Monument","National Monument",91184,"2011",-110.002254561731,37.6045386980921,"1454484"
"1870","2559483","Bent's Old Fort","IM","CO","BEOL","Bent's Old Fort National Historic Site","National Historic Site",26842,"2011",-103.426659478243,38.03978174052,"2559483"
"1871","689020","Gulf Islands","SE","FL","GUIS","Gulf Islands National Seashore","National Seashore",5501872,"2011",-86.9099698081627,30.3730703804048,"689020"
"1872","35848","Walnut Canyon","IM","AZ","WACA","Walnut Canyon National Monument","National Monument",125003,"2011",-111.495041407064,35.1612304706626,"35848"
"1873","1462531","Appomattox Court House","NE","VA","APCO","Appomattox Court House National Historical Park","National Historical Park",258917,"2011",-78.8008967688407,37.3827556410728,"1462531"
"1874","649530","Pipestone","MW","MN","PIPE","Pipestone National Monument","National Monument",61908,"2011",-96.3247637008471,44.0135272178816,"649530"
"1875","2733431","World War II Valor in the Pacific","PW","HI","VALR","World War II Valor in the Pacific National Monument","National Monument",1694896,"2011",NA,NA,NA
"1876","294450","Biscayne","SE","FL","BISC","Biscayne National Park","National Park",476077,"2011",-80.2102411862698,25.4905916099637,"294450"
"1877","600051","Minute Man","NE","MA","MIMA","Minute Man National Historical Park","National Historical Park",1002833,"2011",-71.2960421230719,42.4534092434694,"600051"
"1878","2733432","Arkansas Post","MW","AR","ARPO","Arkansas Post National Memorial","National Memorial",37127,"2011",-91.3473337597439,34.0207319423128,"2733432"
"1879","1262098","Mount Rushmore","MW","SD","MORU","Mount Rushmore National Memorial","National Memorial",2081722,"2011",-103.452528909847,43.8803772943369,"1262098"
"1880","1377201","Guadalupe Mountains","IM","TX","GUMO","Guadalupe Mountains National Park","National Park",152546,"2011",-104.884356577208,31.9233894408517,"1377201"
"1881","401309","City of Rocks","PW","ID","CIRO","City of Rocks National Reserve","National Reserve",95764,"2011",-113.71242200634,42.0699084304126,"401309"
"1882","395749","Hagerman Fossil Beds","PW","ID","HAFO","Hagerman Fossil Beds National Monument","National Monument",21100,"2011",-114.954011544881,42.7755809466687,"395749"
"1883","226274","John Muir","PW","CA","JOMU","John Muir National Historic Site","National Historic Site",31236,"2011",-122.132673727388,37.9826350424043,"226274"
"1884","1498529","Petersburg","NE","VA","PETE","Petersburg National Battlefield","National Battlefield",213261,"2011",-77.363019103214,37.2280033255614,"1498529"
"1885","1504974","Fort Vancouver","PW","WA","FOVA","Fort Vancouver National Historic Site","National Historic Site",710439,"2011",-122.661652088207,45.6235658674052,"1504974"
