"","gnis_id","Parkname","Region","State","Unit Code","Unit Name","Unit Type","Visitors","YearRaw","lon","lat","Gnis Id"
"442","584569","George Washington Memorial Parkway","NC","VA","GWMP","George Washington Memorial Parkway","National Parkway",7286463,"2015",-77.04955089696,38.7149940430514,"584569"
"443","2733426","Clara Barton","NC","MD","CLBA","Clara Barton National Historic Site","National Historic Site",2823,"2015",-77.1400992233062,38.9676366156605,"2733426"
"444","597426","Fort Washington Park","NC","MD","FOWA","Fort Washington Park","Other Designation",337433,"2015",-77.0287531430826,38.7121847232463,"597426"
"445","266000","Sequoia","PW","CA","SEQU","Sequoia National Park","National Park",1097464,"2015",-118.575213567817,36.5078579178692,"266000"
"446","365030","Kalaupapa","PW","HI","KALA","Kalaupapa National Historical Park","National Historical Park",67891,"2015",-156.92466426427,21.1546456539637,"365030"
"447","2492338","Tuskegee Airmen","SE","AL","TUAI","Tuskegee Airmen National Historic Site","National Historic Site",22662,"2015",-85.679837718778,32.4553928244713,"2492338"
"448","1993989","Salt River Bay","SE","VI","SARI","Salt River Bay National Historical Park and Ecological Preserve","National Historical Park",8108,"2015",-64.7551913239282,17.7790887547006,"1993989"
"449","1888946","Natchez","SE","MS","NATC","Natchez National Historical Park","National Historical Park",204332,"2015",-91.3824558087215,31.5430252231432,"1888946"
"450","1888911","Edgar Allan Poe","NE","PA","EDAL","Edgar Allan Poe National Historic Site","National Historic Site",13862,"2015",-75.1500079642263,39.9619628856201,"1888911"
"451","1888904","Boston African American","NE","MA","BOAF","Boston African American National Historic Site","National Historic Site",412377,"2015",-71.0706410284666,42.3579042995954,"1888904"
"452","507318","Mammoth Cave","SE","KY","MACA","Mammoth Cave National Park","National Park",566895,"2015",-86.1309069003164,37.1976116465446,"507318"
"453","1597571","Grand Teton","IM","WY","GRTE","Grand Teton National Park","National Park",3149921,"2015",-110.705478509491,43.8185421193918,"1597571"
"454","1888915","Eugene O'Neill","PW","CA","EUON","Eugene O'Neill National Historic Site","National Historic Site",3942,"2015",-122.027169801124,37.8260495411052,"1888915"
"455","1888899","Adams","NE","MA","ADAM","Adams National Historical Park","National Historical Park",183632,"2015",-71.0125499645413,42.2566028071673,"1888899"
"456","8538","Navajo","IM","AZ","NAVA","Navajo National Monument","National Monument",71370,"2015",-110.536267478887,36.6854969039155,"8538"
"457","1888967","Thomas Stone","NE","MD","THST","Thomas Stone National Historic Site","National Historic Site",5772,"2015",-77.0378152729138,38.5293521438023,"1888967"
"458","2733428","Cane River Creole","SE","LA","CARI","Cane River Creole National Historical Park","National Historical Park",30882,"2015",-93.0073052043444,31.6644474083247,"2733428"
"459","179042","Mesa Verde","IM","CO","MEVE","Mesa Verde National Park","National Park",547325,"2015",-108.462404262137,37.2390890876667,"179042"
"460","862430","Great Basin","PW","NV","GRBA","Great Basin National Park","National Park",116123,"2015",-114.257990142115,38.9461794395961,"862430"
"461","644333","Grand Portage","MW","MI","GRPO","Grand Portage National Monument","National Monument",91751,"2015",-89.7606956544956,47.999690677055,"644333"
"462","277264","Whiskeytown-Shasta-Trinity","PW","CA","WHIS","Whiskeytown-Shasta-Trinity National Recreation Area","National Recreation Area",843845,"2015",-122.602279329189,40.6136045554672,"277264"
"463","1655639","Fort Point","PW","CA","FOPO","Fort Point National Historic Site","National Historic Site",1610466,"2015",-122.473730471194,37.8084051479849,"1655639"
"464","1888961","Salem Maritime","NE","MA","SAMA","Salem Maritime National Historic Site","National Historic Site",264780,"2015",-70.8868387724325,42.5196076811197,"1888961"
"465","531850","Washington Monument","NC","DC","WAMO","Washington Monument","National Memorial",493550,"2015",-77.0354681488888,38.8886596046647,"531850"
"466","530557","Thomas Jefferson Memorial","NC","DC","JEFM","Thomas Jefferson Memorial","National Memorial",3102442,"2015",-77.0363280176902,38.8810220880921,"530557"
"467","1025558","Moores Creek","SE","NC","MOCR","Moores Creek National Battlefield","National Battlefield",89944,"2015",-78.1103137251677,34.4582145722664,"1025558"
"468","149966","Horseshoe Bend","SE","AL","HOBE","Horseshoe Bend National Military Park","National Military Park",89282,"2015",-85.7341404375545,32.9766950130906,"149966"
"469","307963","Fort Matanzas","SE","FL","FOMA","Fort Matanzas National Monument","National Monument",622175,"2015",-81.2386655147257,29.711411084357,"307963"
"470","1662323","Channel Islands","PW","CA","CHIS","Channel Islands National Park","National Park",324816,"2015",-119.739669210979,34.0165780113139,"1662323"
"471","1448008","Canyonlands","IM","UT","CANY","Canyonlands National Park","National Park",634607,"2015",-109.877014972081,38.243557436626,"1448008"
"472","2091841","Little Rock Central High School","MW","AR","CHSC","Little Rock Central High School National Historic Site","National Historic Site",125956,"2015",-92.2997575299792,34.7369611975615,"2091841"
"473","2733430","White House","NC","DC","WHHO","White House","Other Designation",526263,"2015",-77.0365558557396,38.8970477853158,"2733430"
"474","1477005","Booker T. Washington","NE","VA","BOWA","Booker T. Washington National Monument","National Monument",27205,"2015",-79.7318771572578,37.1148209634707,"1477005"
"475","560393","Jean Lafitte","SE","LA","JELA","Jean Lafitte National Historical Park and Preserve","National Historical Park and Preserve",405618,"2015",-90.147220664331,29.8191848302278,"560393"
"476","1261888","Jewel Cave","MW","SD","JECA","Jewel Cave National Monument","National Monument",116444,"2015",-103.830004375116,43.7310364804693,"1261888"
"477","475845","Fort Larned","MW","KS","FOLS","Fort Larned National Historic Site","National Historic Site",32170,"2015",-99.216983667223,38.1844976112746,"475845"
"478","1879023","Kaloko-Honokohau","PW","HI","KAHO","Kaloko-Honokohau National Historical Park","National Historical Park",170683,"2015",-156.03053019019,19.6808993527002,"1879023"
"479","2026588","Rosie the Riveter/World War II Home Front","PW","CA","RORI","Rosie the Riveter/World War II Home Front National Historical Park","National Historical Park",56362,"2015",-122.366548278874,37.9086732850779,"2026588"
"480","1888919","Fort Stanwix","NE","NY","FOST","Fort Stanwix National Monument","National Monument",86678,"2015",-75.4555783393792,43.2105430806385,"1888919"
"481","1888966","Thaddeus Kosciuszko","NE","PA","THKO","Thaddeus Kosciuszko National Memorial","National Memorial",1261,"2015",-75.1473222182523,39.9434611860423,"1888966"
"482","1888973","William Howard Taft","MW","OH","WIHO","William Howard Taft National Historic Site","National Historic Site",24385,"2015",-84.5075940935442,39.1197110407433,"1888973"
"483","480986","Fort Scott","MW","KS","FOSC","Fort Scott National Historic Site","National Historic Site",25531,"2015",-94.7044467294538,37.8436258768248,"480986"
"484","1082175","Perry's Victory and International Peace Memorial","MW","OH","PEVI","Perry's Victory and International Peace Memorial","National Memorial",156578,"2015",-82.8119087078673,41.6537984853911,"1082175"
"485","1888932","James A. Garfield","MW","OH","JAGA","James A. Garfield National Historic Site","National Historic Site",24506,"2015",-81.3508694030905,41.6648736290431,"1888932"
"486","583623","Catoctin Mountain Park","NC","MD","CATO","Catoctin Mountain Park","Other Designation",229301,"2015",-77.4612238024128,39.648221233114,"583623"
"487","23944","Rainbow Bridge","IM","UT","RABR","Rainbow Bridge National Monument","National Monument",77270,"2015",-110.965520987197,37.0778933772107,"23944"
"488","1454484","Natural Bridges","IM","UT","NABR","Natural Bridges National Monument","National Monument",94797,"2015",-110.002254561731,37.6045386980921,"1454484"
"489","2559483","Bent's Old Fort","IM","CO","BEOL","Bent's Old Fort National Historic Site","National Historic Site",26219,"2015",-103.426659478243,38.03978174052,"2559483"
"490","689020","Gulf Islands","SE","FL","GUIS","Gulf Islands National Seashore","National Seashore",3976883,"2015",-86.9099698081627,30.3730703804048,"689020"
"491","35848","Walnut Canyon","IM","AZ","WACA","Walnut Canyon National Monument","National Monument",153322,"2015",-111.495041407064,35.1612304706626,"35848"
"492","1462531","Appomattox Court House","NE","VA","APCO","Appomattox Court House National Historical Park","National Historical Park",412640,"2015",-78.8008967688407,37.3827556410728,"1462531"
"493","649530","Pipestone","MW","MN","PIPE","Pipestone National Monument","National Monument",70748,"2015",-96.3247637008471,44.0135272178816,"649530"
"494","2733431","World War II Valor in the Pacific","PW","HI","VALR","World War II Valor in the Pacific National Monument","National Monument",1574156,"2015",NA,NA,NA
"495","294450","Biscayne","SE","FL","BISC","Biscayne National Park","National Park",508164,"2015",-80.2102411862698,25.4905916099637,"294450"
"496","600051","Minute Man","NE","MA","MIMA","Minute Man National Historical Park","National Historical Park",964330,"2015",-71.2960421230719,42.4534092434694,"600051"
"497","2733432","Arkansas Post","MW","AR","ARPO","Arkansas Post National Memorial","National Memorial",38702,"2015",-91.3473337597439,34.0207319423128,"2733432"
"498","1262098","Mount Rushmore","MW","SD","MORU","Mount Rushmore National Memorial","National Memorial",2434297,"2015",-103.452528909847,43.8803772943369,"1262098"
"499","1377201","Guadalupe Mountains","IM","TX","GUMO","Guadalupe Mountains National Park","National Park",169535,"2015",-104.884356577208,31.9233894408517,"1377201"
"500","401309","City of Rocks","PW","ID","CIRO","City of Rocks National Reserve","National Reserve",105289,"2015",-113.71242200634,42.0699084304126,"401309"
"501","395749","Hagerman Fossil Beds","PW","ID","HAFO","Hagerman Fossil Beds National Monument","National Monument",24695,"2015",-114.954011544881,42.7755809466687,"395749"
"502","226274","John Muir","PW","CA","JOMU","John Muir National Historic Site","National Historic Site",42615,"2015",-122.132673727388,37.9826350424043,"226274"
"503","1498529","Petersburg","NE","VA","PETE","Petersburg National Battlefield","National Battlefield",192655,"2015",-77.363019103214,37.2280033255614,"1498529"
"504","2733433","President William Jefferson Clinton Birthplace Home","MW","AR","WICL","President William Jefferson Clinton Birthplace Home National Historic Site","National Historic Site",10463,"2015",-93.5963674851553,33.6676266489763,"2733433"
"505","1504974","Fort Vancouver","PW","WA","FOVA","Fort Vancouver National Historic Site","National Historic Site",818672,"2015",-122.661652088207,45.6235658674052,"1504974"
"506","1888960","Saint-Gaudens","NE","NH","SAGA","Saint-Gaudens National Historic Site","National Historic Site",39242,"2015",-72.3740327232708,43.5004777104166,"1888960"
"507","607138","John Fitzgerald Kennedy","NE","MA","JOFI","John Fitzgerald Kennedy National Historic Site","National Historic Site",18485,"2015",-71.1232390740989,42.3469456078312,"607138"
"508","765817","Jefferson","MW","MO","JEFF","Jefferson National Expansion Memorial","National Memorial",1698656,"2015",-90.1756354750579,38.6221234177162,"765817"
"509","314296","Fort Pulaski","SE","GA","FOPU","Fort Pulaski National Monument","National Monument",382945,"2015",-80.943631706667,32.0347837830884,"314296"
"510","1888914","Eleanor Roosevelt","NE","NY","ELRO","Eleanor Roosevelt National Historic Site","National Historic Site",64791,"2015",-73.9006090250387,41.7633868273353,"1888914"
"511","1888922","Friendship Hill","NE","PA","FRHI","Friendship Hill National Historic Site","National Historic Site",34687,"2015",-79.9252833362319,39.7754635394486,"1888922"
"512","2083047","Theodore Roosevelt Birthplace","NE","NY","THRB","Theodore Roosevelt Birthplace National Historic Site","National Historic Site",6685,"2015",-73.9890141246332,40.7386013770501,"2083047"
"513","40512","Coronado","IM","AZ","CORO","Coronado National Memorial","National Memorial",132584,"2015",-110.256167899296,31.3490088782735,"40512"
"514","1027483","Wright Brothers","SE","NC","WRBR","Wright Brothers National Memorial","National Memorial",437184,"2015",-75.6702220692963,36.0162188522199,"1027483"
"515","1223739","Kings Mountain","SE","SC","KIMO","Kings Mountain National Military Park","National Military Park",257077,"2015",-81.3897905157193,35.1390140744584,"1223739"
"516","1428242","Golden Spike","IM","UT","GOSP","Golden Spike National Historic Site","National Historic Site",59147,"2015",-112.493998180363,41.6310027228718,"1428242"
"517","2733436","New Bedford Whaling","NE","MA","NEBE","New Bedford Whaling National Historical Park","National Historical Park",167790,"2015",-70.9231966641938,41.6356565076537,"2733436"
"518","970557","Sagamore Hill","NE","NY","SAHI","Sagamore Hill National Historic Site","National Historic Site",42326,"2015",-73.4966878275586,40.8855811149458,"970557"
"519","262358","Lava Beds","PW","CA","LABE","Lava Beds National Monument","National Monument",108687,"2015",-121.517809900471,41.7587695661037,"262358"
"520","1888975","Women's Rights","NE","NY","WORI","Women's Rights National Historical Park","National Historical Park",38139,"2015",-76.8445160800246,42.9026286361832,"1888975"
"521","447197","George Rogers Clark","MW","IN","GERO","George Rogers Clark National Historical Park","National Historical Park",135856,"2015",-87.5370131268208,38.6784094160172,"447197"
"522","2733437","Longfellow","NE","MA","LONG","Longfellow House-Washington's Headquarters National Historic Site","National Historic Site",50784,"2015",-71.1263701738765,42.3769972104401,"2733437"
"523","1193717","Hopewell Furnace","NE","PA","HOFU","Hopewell Furnace National Historic Site","National Historic Site",51252,"2015",-75.7681181299732,40.2060815542954,"1193717"
"524","1877541","Franklin Delano Roosevelt","NC","DC","FRDE","Franklin Delano Roosevelt Memorial","National Memorial",3290080,"2015",-77.0431177199504,38.8834205243228,"1877541"
"525","31964","Montezuma Castle","IM","AZ","MOCA","Montezuma Castle National Monument","National Monument",416635,"2015",-111.83662637222,34.6110260598417,"31964"
"526","255948","Kings Canyon","PW","CA","KICA","Kings Canyon National Park","National Park",468106,"2015",-118.587343618432,36.8990901385146,"255948"
"527","1888963","Springfield Armory","NE","MA","SPAR","Springfield Armory National Historic Site","National Historic Site",21825,"2015",-72.5811266636158,42.1083129692409,"1888963"
"528","1531185","Whitman Mission","PW","WA","WHMI","Whitman Mission National Historic Site","National Historic Site",39525,"2015",-118.465501451514,46.0426568792306,"1531185"
"529","1989142","World War II Memorial","NC","DC","WWII","World War II Memorial","National Memorial",5068224,"2015",-77.0403781914532,38.8892469596001,"1989142"
"530","531832","Vietnam Veterans Memorial","NC","DC","VIVE","Vietnam Veterans Memorial","National Memorial",5597077,"2015",-77.0476596518255,38.8909707506762,"531832"
"531","1985525","Korean War Veterans Memorial","NC","DC","KOWA","Korean War Veterans Memorial","National Memorial",4077835,"2015",-77.0480796327705,38.8879291130471,"1985525"
"532","2002666","Martin Luther King Jr Memori","NC","DC","MLKM","Martin Luther King, Jr., Memorial","Other Designation",3530401,"2015",-77.0443993625247,38.8862898768537,"2002666"
"533","531835","Lincoln Memorial","NC","DC","LINC","Lincoln Memorial","National Memorial",7941771,"2015",-77.0501800775069,38.8892800792411,"531835"
"534","1455157","Zion","IM","UT","ZION","Zion National Park","National Park",3648846,"2015",-113.026525324617,37.298398099831,"1455157"
"535","126026","Russell Cave","SE","AL","RUCA","Russell Cave National Monument","National Monument",19430,"2015",-85.8185911645892,34.9708459455395,"126026"
"536","1780716","Maggie L. Walker","NE","VA","MAWA","Maggie L. Walker National Historic Site","National Historic Site",7589,"2015",-77.436750415945,37.5473357434404,"1780716"
"537","1357585","Fort Davis","IM","TX","FODA","Fort Davis National Historic Site","National Historic Site",55955,"2015",-103.896199519496,30.5993088560297,"1357585"
"538","767934","Bighorn Canyon","IM","WY","BICA","Bighorn Canyon National Recreation Area","National Recreation Area",245173,"2015",-108.026415221663,45.2890956746912,"767934"
"539","358732","Pu'uhonua o Honaunau","PW","HI","PUHO","Pu'uhonua o Honaunau National Historical Park","National Historical Park",437286,"2015",-155.899692168936,19.4090348589751,"358732"
"540","2733440","Nicodemus","MW","KS","NICO","Nicodemus National Historic Site","National Historic Site",3306,"2015",-99.6178505072453,39.3903671888188,"2733440"
"541","229295","Muir Woods","PW","CA","MUWO","Muir Woods National Monument","National Monument",1099923,"2015",-122.583964035123,37.8984686642497,"229295"
"542","2463113","Harry S Truman","MW","MO","HSTR","Harry S Truman National Historic Site","National Historic Site",32825,"2015",-94.5305842947069,38.9011991265184,"2463113"
"543","358382","Haleakala","PW","HI","HALE","Haleakala National Park","National Park",1216772,"2015",-156.148585794886,20.7072889510407,"358382"
"544","2127375","Sand Creek Massacre","IM","CO","SAND","Sand Creek Massacre National Historic Site","National Historic Site",5887,"2015",-102.516963562006,38.5641483064803,"2127375"
"545","1888938","Knife River Indian Villages","MW","ND","KNRI","Knife River Indian Villages National Historic Site","National Historic Site",11377,"2015",-101.383744547794,47.353011820635,"1888938"
"546","878495","Morristown","NE","NJ","MORR","Morristown National Historical Park","National Historical Park",218959,"2015",-74.5356359090891,40.7645265977202,"878495"
"547","457629","Herbert Hoover","MW","IA","HEHO","Herbert Hoover National Historic Site","National Historic Site",127154,"2015",-91.3515103099103,41.6673910319691,"457629"
"548","1888943","Martin Van Buren","NE","NY","MAVA","Martin Van Buren National Historic Site","National Historic Site",18547,"2015",-73.7152965190935,42.3666724482829,"1888943"
"549","2092022","Governors Island","NE","NY","GOIS","Governors Island National Monument","National Monument",438613,"2015",-74.0168291276922,40.6916238948689,"2092022"
"550","833315","Scotts Bluff","MW","NE","SCBL","Scotts Bluff National Monument","National Monument",131122,"2015",-103.707253070697,41.8347711570994,"833315"
"551","1200751","Johnstown Flood","NE","PA","JOFL","Johnstown Flood National Memorial","National Memorial",163431,"2015",-78.7767377417762,40.3449299043981,"1200751"
"552","1946144","Washita Battlefield","IM","OK","WABA","Washita Battlefield National Historic Site","National Historic Site",12067,"2015",-99.704470140959,35.6208539599851,"1946144"
"553","1888941","Lyndon B. Johnson","IM","TX","LYJO","Lyndon B. Johnson National Historical Park","National Historical Park",124979,"2015",-98.615165773511,30.2419839649303,"1888941"
"554","826917","Agate Fossil Beds","MW","NE","AGFO","Agate Fossil Beds National Monument","National Monument",13264,"2015",-103.744009154185,42.4214793207314,"826917"
"555","885961","Aztec Ruins","IM","NM","AZRU","Aztec Ruins National Monument","National Monument",53165,"2015",-107.999934946495,36.8368279755016,"885961"
"556","1434866","Capitol Reef","IM","UT","CARE","Capitol Reef National Park","National Park",941029,"2015",-111.2830148968,38.3836736152223,"1434866"
"557","1986830","Flight 93","NE","PA","FLNI","Flight 93 National Memorial","National Memorial",337217,"2015",-78.8945719974882,40.0606227026089,"1986830"
"558","266641","Devils Postpile","PW","CA","DEPO","Devils Postpile National Monument","National Monument",140313,"2015",-119.087698783799,37.6153809890088,"266641"
"559","1877542","San Francisco Maritime","PW","CA","SAFR","San Francisco Maritime National Historical Park","National Historical Park",4173014,"2015",-122.424437983027,37.8100715267287,"1877542"
"560","1888952","Palo Alto Battlefield","IM","TX","PAAL","Palo Alto Battlefield National Historical Park","National Historical Park",47866,"2015",-97.4627292236417,26.0247479293887,"1888952"
"561","1888902","Big Thicket","IM","TX","BITH","Big Thicket National Preserve","National Preserve",125832,"2015",-94.2316268600623,30.3408805375378,"1888902"
"562","277261","Joshua Tree","PW","CA","JOTR","Joshua Tree National Park","National Park",2025756,"2015",-115.860134293133,33.8271903379208,"277261"
"563","751466","Ozark","MW","MO","OZAR","Ozark National Scenic Riverways","National Scenic Riverway",1277941,"2015",-91.196032304034,37.1471939532715,"751466"
"564","1888942","Marsh-Billings-Rockefeller","NE","VT","MABI","Marsh-Billings-Rockefeller National Historical Park","National Historical Park",35003,"2015",-72.5382397463402,43.6338314340603,"1888942"
"565","1033824","Theodore Roosevelt","MW","ND","THRO","Theodore Roosevelt National Park","National Park",580033,"2015",-103.459261626542,46.9536284106367,"1033824"
"566","1888939","Little River Canyon","SE","AL","LIRI","Little River Canyon National Preserve","National Preserve",248135,"2015",-85.597251010697,34.4519242357407,"1888939"
"567","1083940","Dayton Aviation Heritage","MW","OH","DAAV","Dayton Aviation Heritage National Historical Park","National Historical Park",73588,"2015",-84.0644262901469,39.8039752576818,"1083940"
"568","1888912","Eisenhower","NE","PA","EISE","Eisenhower National Historic Site","National Historic Site",54377,"2015",-77.2650833376776,39.7957835668179,"1888912"
"569","2035610","First Ladies","MW","OH","FILA","First Ladies National Historic Site","National Historic Site",12897,"2015",-81.3759364096659,40.7966301493973,"2035610"
"570","920404","Petroglyph","IM","NM","PETR","Petroglyph National Monument","National Monument",117825,"2015",-106.752266314597,35.1342648044658,"920404"
"571","2754548","Cesar E. Chavez","PW","CA","CECH","Casar E. Chpvez National Monument","National Monument",10648,"2015",-118.561590435894,35.2272988551623,"2754548"
"572","1193713","Fort Necessity","NE","PA","FONE","Fort Necessity National Battlefield","National Battlefield",280705,"2015",-79.5886939458918,39.8100457612583,"1193713"
"573","2733442","Minuteman Missile","MW","SD","MIMI","Minuteman Missile National Historic Site","National Historic Site",100488,"2015",-101.900442661614,43.8445838381767,"2733442"
"574","936877","Salinas Pueblo Mission","IM","NM","SAPU","Salinas Pueblo Missions National Monument","National Monument",29672,"2015",-106.08980950557,34.2594295251673,"936877"
"575","247533","Pinnacles","PW","CA","PINN","Pinnacles National Park","National Park",206533,"2015",-121.181008141035,36.4902427557171,"247533"
"576","1614406","Virgin Islands","SE","VI","VIIS","Virgin Islands National Park","National Park",438372,"2015",-64.7419477411078,18.3427982397416,"1614406"
"577","204948","Rocky Mountain","IM","CO","ROMO","Rocky Mountain National Park","National Park",4155916,"2015",-105.69779081906,40.3559036305193,"204948"
"578","23864","Petrified Forest","IM","AZ","PEFO","Petrified Forest National Park","National Park",793225,"2015",-109.674696615232,34.9886873028713,"23864"
"579","936878","Chaco Culture","IM","NM","CHCU","Chaco Culture National Historical Park","National Historical Park",38914,"2015",-107.9481181345,36.0450005713282,"936878"
"580","857501","Death Valley","PW","CA","DEVA","Death Valley National Park","National Park",1154843,"2015",-117.129781852971,36.4782299033213,"857501"
"581","2057537","Federal Hall","NE","NY","FEHA","Federal Hall National Memorial","National Memorial",172038,"2015",-74.0102613225406,40.7073229181766,"2057537"
"582","595218","Fort McHenry","NE","MD","FOMC","Fort McHenry National Monument and Historic Shrine","National Monument",617890,"2015",-76.5804438248577,39.2639610130553,"595218"
"583","196412","Curecanti","IM","CO","CURE","Curecanti National Recreation Area","National Recreation Area",944742,"2015",-107.167349525566,38.4628571338135,"196412"
"584","1888949","Niobrara","MW","NE","NIOB","Niobrara National Scenic River","National Scenic River",68110,"2015",-99.6319967565102,42.7258734346153,"1888949"
"585","23866","Grand Canyon","IM","AZ","GRCA","Grand Canyon National Park","National Park",5520736,"2015",-112.185265360499,36.186725774098,"23866"
"586","858265","Lake Mead","PW","NV","LAKE","Lake Mead National Recreation Area","National Recreation Area",7298465,"2015",-114.651914647439,35.7165023141282,"858265"
"587","600017","Saugus Iron Works","NE","MA","SAIR","Saugus Iron Works National Historic Site","National Historic Site",9327,"2015",-71.0076539831892,42.4683192975597,"600017"
"588","1904107","Roger Williams","NE","RI","ROWI","Roger Williams National Memorial","National Memorial",60505,"2015",-71.4105673292846,41.8299040667302,"1904107"
"589","44811","Casa Grande Ruins","IM","AZ","CAGR","Casa Grande Ruins National Monument","National Monument",72606,"2015",-111.532549211565,32.9970309044297,"44811"
"590","310345","Kennesaw Mountain","SE","GA","KEMO","Kennesaw Mountain National Battlefield Park","National Battlefield Park",2174870,"2015",-84.5789300792585,33.9780673060804,"310345"
"591","1993781","Christiansted","SE","VI","CHRI","Christiansted National Historic Site","National Historic Site",116817,"2015",-64.739963182383,17.7340584425834,"1993781"
"592","1214216","Allegheny Portage Railroad","NE","PA","ALPO","Allegheny Portage Railroad National Historic Site","National Historic Site",168433,"2015",-78.5318637936133,40.4467794170991,"1214216"
"593","294586","De Soto","SE","FL","DESO","De Soto National Memorial","National Memorial",293647,"2015",-82.6433576005923,27.5227311954314,"294586"
"594","310534","Andersonville","SE","GA","ANDE","Andersonville National Historic Site","National Historic Site",136686,"2015",-84.1298941097652,32.1983097330623,"310534"
"595","1888951","Ocmulgee","SE","GA","OCMU","Ocmulgee National Monument","National Monument",155388,"2015",-83.596763771625,32.8397446087211,"1888951"
"596","1247412","Cowpens","SE","SC","COWP","Cowpens National Battlefield","National Battlefield",206740,"2015",-81.8093578517164,35.1316133683138,"1247412"
"597","2877","Chiricahua","IM","AZ","CHIR","Chiricahua National Monument","National Monument",56960,"2015",-109.341617341199,32.0121512243359,"2877"
"598","1704967","Martin Luther King Jr.","SE","GA","MALU","Martin Luther King, Jr., National Historic Site","National Historic Site",673728,"2015",-84.3716975014383,33.7549265132068,"1704967"
"599","1175577","Gettysburg","NE","PA","GETT","Gettysburg National Military Park","National Military Park",1080185,"2015",-77.2384710649026,39.8042971105236,"1175577"
"600","1828962","War in the Pacific","PW","GU","WAPA","War in the Pacific National Historical Park","War in the Pacific",322463,"2015",144.65510931034,13.3900179530798,"1828962"
"601","806847","Grant-Kohrs Ranch","IM","MT","GRKO","Grant-Kohrs Ranch National Historic Site","National Historic Site",22139,"2015",-112.746705034554,46.413761206367,"806847"
"602","2733421","Devils Tower","IM","WY","DETO","Devils Tower National Monument","National Monument",478833,"2015",-104.715644848742,44.5906536181037,"2733421"
"603","600140","Boston","NE","MA","BOST","Boston National Historical Park","National Historical Park",2262841,"2015",-71.055749791475,42.3733862490123,"600140"
"604","1147260","Oregon Caves","PW","OR","ORCA","Oregon Caves National Monument and Preserve","National Monument",72709,"2015",-123.40165602178,42.1031445508893,"1147260"
"605","2733424","General Grant","NE","NY","GEGR","General Grant National Memorial","National Memorial",95526,"2015",-73.9630771138693,40.8134426346051,"2733424"
"606","2733434","River Raisin","MW","MI","RIRA","River Raisin National Battlefield Park","National Battlefield Park",109118,"2015",-83.3761836132317,41.9129722921406,"2733434"
"607","255952","Golden Gate","PW","CA","GOGA","Golden Gate National Recreation Area","National Recreation Area",14888537,"2015",-122.55114122161,37.8588870874393,"255952"
"608","1967105","Port Chicago Naval Magazine","PW","CA","POCH","Port Chicago Naval Magazine National Memorial","National Memorial",963,"2015",-122.030173459645,38.0568597121343,"1967105"
"609","1133439","John Day Fossil Beds","PW","OR","JODA","John Day Fossil Beds National Monument","National Monument",196277,"2015",-119.634332204494,44.5431596993921,"1133439"
"610","986193","Guilford Courthouse","SE","NC","GUCO","Guilford Courthouse National Military Park","National Military Park",222602,"2015",-79.8418711197429,36.1330249613954,"986193"
"611","1581059","Apostle Islands","MW","WI","APIS","Apostle Islands National Lakeshore","National Lakeshore",232662,"2015",-90.5795576757774,46.9367323910659,"1581059"
"612","53246","Pea Ridge","MW","AR","PERI","Pea Ridge National Military Park","National Military Park",114578,"2015",-94.0344520498212,36.4547879771843,"53246"
"613","1888972","Weir Farm","NE","CT","WEFA","Weir Farm National Historic Site","National Historic Site",47220,"2015",-73.4564884780686,41.2567665765908,"1888972"
"614","2035603","Theodore Roosevelt Inaugural","NE","NY","THRI","Theodore Roosevelt Inaugural National Historic Site","National Historic Site",24896,"2015",-78.8724872652825,42.9014762836355,"2035603"
"615","262325","Lassen Volcanic","PW","CA","LAVO","Lassen Volcanic National Park","National Park",468092,"2015",-121.407214019463,40.4938343885511,"262325"
"616","1265096","Badlands","MW","SD","BADL","Badlands National Park","National Park",989354,"2015",-102.393955095558,43.8340695663258,"1265096"
"617","1284664","Fort Donelson","SE","TN","FODO","Fort Donelson National Battlefield","National Battlefield",260744,"2015",-87.8608883773487,36.4872892993767,"1284664"
"618","968452","Vanderbilt Mansion","NE","NY","VAMA","Vanderbilt Mansion National Historic Site","National Historic Site",431961,"2015",-73.9419471575229,41.7966162001896,"968452"
"619","1888934","Jimmy Carter","SE","GA","JICA","Jimmy Carter National Historic Site","National Historic Site",67797,"2015",-84.4324121616496,32.0263239927346,"1888934"
"620","1534055","San Juan Island","PW","WA","SAJH","San Juan Island National Historical Park","National Historical Park",258668,"2015",-123.004995259694,48.4621201394536,"1534055"
"621","882894","Gateway","NE","NY","GATE","Gateway National Recreation Area","National Recreation Area",6392565,"2015",-73.8614507886057,40.6027940958557,"882894"
"622","1888970","Upper Delaware","NE","PA","UPDE","Upper Delaware Scenic and Recreational River","Scenic and Recreational River",243246,"2015",-75.0097166380366,41.5169688027039,"1888970"
"623","771520","Fort Union Trading Post","MW","ND","FOUS","Fort Union Trading Post National Historic Site","National Historic Site",13605,"2015",-104.038089920293,47.9989940911149,"771520"
"624","779820","Big Hole","PW","MT","BIHO","Big Hole National Battlefield","National Battlefield",39549,"2015",-113.645857205308,45.6464796129953,"779820"
"625","44981","Canyon de Chelly","IM","AZ","CACH","Canyon de Chelly National Monument","National Monument",813686,"2015",-109.340077989785,36.0940610356443,"44981"
